payload,vpa,known_psp_suffix,entropy,digit_ratio,local_part_len,has_amount,amount,has_suspicious_keyword,label
upi://pay?pa=cashback65@secure-pay&pn=KYC%20Support&cu=INR,cashback65@secure-pay,0,2.922,0.2,10,0,0.0,0,1
upi://pay?pa=goog1e-pay788@oksbi&pn=Refund%20Team&cu=INR&tn=reward,goog1e-pay788@oksbi,1,3.239,0.308,13,0,0.0,1,1
upi://pay?pa=cashback36@xn--upi&pn=Verify%20Account&cu=INR,cashback36@xn--upi,0,2.922,0.2,10,0,0.0,0,1
upi://pay?pa=merchant.398@ibl&pn=Auto%20Rickshaw%20Stand&cu=INR,merchant.398@ibl,1,3.585,0.25,12,0,0.0,0,0
upi://pay?pa=7621028147@jio&pn=Sharma%20Kirana%20Store&cu=INR,7621028147@jio,1,2.722,1.0,10,0,0.0,0,0
upi://pay?pa=vendor.shop@okicici&pn=Green%20Grocers&cu=INR&am=3756.77,vendor.shop@okicici,1,3.278,0.0,11,1,3756.77,0,0
upi://pay?pa=support96@xn--upi&pn=KYC%20Support&cu=INR&am=3.63&tn=blocked,support96@xn--upi,0,2.948,0.222,9,1,3.63,1,1
upi://pay?pa=rahul.sharma@apl&pn=Auto%20Rickshaw%20Stand&cu=INR,rahul.sharma@apl,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=8460745884@axl&pn=Cashback%20Desk&cu=INR&am=2.74,8460745884@axl,1,2.371,1.0,10,1,2.74,0,1
upi://pay?pa=goog1e-pay140@ibl&pn=KYC%20Support&cu=INR&tn=verify-now,goog1e-pay140@ibl,1,3.239,0.308,13,0,0.0,1,1
upi://pay?pa=amit.kumar@okicici&pn=Rahul%20Sharma&cu=INR&am=3123.44,amit.kumar@okicici,1,2.922,0.0,10,1,3123.44,0,0
upi://pay?pa=refund62@pay-verify&pn=Verify%20Account&cu=INR&am=1.38&tn=verify-now,refund62@pay-verify,0,3.0,0.25,8,1,1.38,1,1
upi://pay?pa=qpv2xn7yrpxt@jio&pn=Prize%20Center&cu=INR&am=2.18&tn=winner,qpv2xn7yrpxt@jio,1,3.252,0.167,12,1,2.18,1,1
upi://pay?pa=priya123@jio&pn=Priya%20Singh&cu=INR,priya123@jio,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=cashback68@pay-verify&pn=Prize%20Center&cu=INR&am=4.45&tn=urgent,cashback68@pay-verify,0,2.922,0.2,10,1,4.45,1,1
upi://pay?pa=9353689019@hdfcbank&pn=Sharma%20Kirana%20Store&cu=INR,9353689019@hdfcbank,1,2.646,1.0,10,0,0.0,0,0
upi://pay?pa=8407275865@ibl&pn=Priya%20Singh&cu=INR,8407275865@ibl,1,2.722,1.0,10,0,0.0,0,0
upi://pay?pa=654610695@okicici&pn=Cashback%20Desk&cu=INR,654610695@okicici,1,2.419,1.0,9,0,0.0,0,1
upi://pay?pa=rahul.sharma@okicici&pn=Om%20Traders&cu=INR,rahul.sharma@okicici,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=amit.kumar@apl&pn=Om%20Traders&cu=INR,amit.kumar@apl,1,2.922,0.0,10,0,0.0,0,0
upi://pay?pa=8735433372@oksbi&pn=Om%20Traders&cu=INR,8735433372@oksbi,1,2.322,1.0,10,0,0.0,0,0
upi://pay?pa=priya123@ibl&pn=Priya%20Singh&cu=INR&am=3716.15,priya123@ibl,1,3.0,0.375,8,1,3716.15,0,0
upi://pay?pa=7948514910@idfcbank&pn=Cashback%20Desk&cu=INR&tn=reward,7948514910@idfcbank,1,2.722,1.0,10,0,0.0,1,1
upi://pay?pa=9565385290@jio&pn=Green%20Grocers&cu=INR,9565385290@jio,1,2.646,1.0,10,0,0.0,0,0
upi://pay?pa=sunita.devi@axl&pn=Om%20Traders&cu=INR,sunita.devi@axl,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=goog1e-pay508@paytm&pn=Verify%20Account&cu=INR&tn=kyc,goog1e-pay508@paytm,1,3.393,0.308,13,0,0.0,1,1
upi://pay?pa=hnj6gdtgcg8zf@kotak&pn=KYC%20Support&cu=INR&tn=refund,hnj6gdtgcg8zf@kotak,1,3.335,0.154,13,0,0.0,1,1
upi://pay?pa=6247977570@upi&pn=Green%20Grocers&cu=INR,6247977570@upi,1,2.522,1.0,10,0,0.0,0,0
upi://pay?pa=4101591397@idfcbank&pn=KYC%20Support&cu=INR&tn=winner,4101591397@idfcbank,1,2.646,1.0,10,0,0.0,1,1
upi://pay?pa=201215704@ibl&pn=Refund%20Team&cu=INR&tn=urgent,201215704@ibl,1,2.503,1.0,9,0,0.0,1,1
upi://pay?pa=7963081398@ibl&pn=Verify%20Account&cu=INR&am=3.81,7963081398@ibl,1,2.722,1.0,10,1,3.81,0,1
upi://pay?pa=6926059797@axl&pn=Green%20Grocers&cu=INR,6926059797@axl,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=8145734365@okicici&pn=Rahul%20Sharma&cu=INR,8145734365@okicici,1,2.722,1.0,10,0,0.0,0,0
upi://pay?pa=paytrn695@upi&pn=Verify%20Account&cu=INR&tn=urgent,paytrn695@upi,1,3.17,0.333,9,0,0.0,1,1
upi://pay?pa=vendor.shop@axl&pn=Auto%20Rickshaw%20Stand&cu=INR,vendor.shop@axl,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=7901676820@idfcbank&pn=Om%20Traders&cu=INR,7901676820@idfcbank,1,2.722,1.0,10,0,0.0,0,0
upi://pay?pa=vendor.shop@kotak&pn=Rahul%20Sharma&cu=INR&am=1868.84,vendor.shop@kotak,1,3.278,0.0,11,1,1868.84,0,0
upi://pay?pa=phcnpe67@paytm&pn=KYC%20Support&cu=INR&tn=cashback,phcnpe67@paytm,1,2.75,0.25,8,0,0.0,1,1
upi://pay?pa=cashback68@refund-upi&pn=Verify%20Account&cu=INR&tn=verify-now,cashback68@refund-upi,0,2.922,0.2,10,0,0.0,1,1
upi://pay?pa=sunita.devi@upi&pn=Sharma%20Kirana%20Store&cu=INR,sunita.devi@upi,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=8480992821@ybl&pn=Auto%20Rickshaw%20Stand&cu=INR,8480992821@ybl,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=amit.kumar@oksbi&pn=Green%20Grocers&cu=INR&am=1462.16,amit.kumar@oksbi,1,2.922,0.0,10,1,1462.16,0,0
upi://pay?pa=sunita.devi@okicici&pn=Sharma%20Kirana%20Store&cu=INR,sunita.devi@okicici,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=zclrl9a3g17n40@oksbi&pn=Refund%20Team&cu=INR&tn=blocked,zclrl9a3g17n40@oksbi,1,3.664,0.429,14,0,0.0,1,1
upi://pay?pa=8958645269@idfcbank&pn=Priya%20Singh&cu=INR&am=944.85,8958645269@idfcbank,1,2.522,1.0,10,1,944.85,0,0
upi://pay?pa=priya123@okaxis&pn=Om%20Traders&cu=INR,priya123@okaxis,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=rahul.sharma@okaxis&pn=Priya%20Singh&cu=INR,rahul.sharma@okaxis,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=paytrn789@hdfcbank&pn=KYC%20Support&cu=INR&am=4.15&tn=winner,paytrn789@hdfcbank,1,3.17,0.333,9,1,4.15,1,1
upi://pay?pa=merchant.6845@ibl&pn=Green%20Grocers&cu=INR&am=1727.11,merchant.6845@ibl,1,3.7,0.308,13,1,1727.11,0,0
upi://pay?pa=9751287903@jio&pn=Refund%20Team&cu=INR&am=1.75&tn=refund,9751287903@jio,1,2.922,1.0,10,1,1.75,1,1
upi://pay?pa=epk8fvzslpwlm4fm@kotak&pn=Prize%20Center&cu=INR&tn=verify-now,epk8fvzslpwlm4fm@kotak,1,3.5,0.125,16,0,0.0,1,1
upi://pay?pa=support32@secure-pay&pn=KYC%20Support&cu=INR&tn=winner,support32@secure-pay,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=rahul.sharma@ybl&pn=City%20Cafe&cu=INR&am=1984.84,rahul.sharma@ybl,1,2.855,0.0,12,1,1984.84,0,0
upi://pay?pa=9405852492@apl&pn=Verify%20Account&cu=INR&tn=blocked,9405852492@apl,1,2.522,1.0,10,0,0.0,1,1
upi://pay?pa=cashback19@refund-upi&pn=Refund%20Team&cu=INR&tn=lottery,cashback19@refund-upi,0,2.922,0.2,10,0,0.0,1,1
upi://pay?pa=goog1e-pay985@upi&pn=Cashback%20Desk&cu=INR&am=4.61&tn=blocked,goog1e-pay985@upi,1,3.393,0.308,13,1,4.61,1,1
upi://pay?pa=2705418397@ibl&pn=Refund%20Team&cu=INR&tn=kyc,2705418397@ibl,1,3.122,1.0,10,0,0.0,1,1
upi://pay?pa=kyc-team32@pay-verify&pn=Refund%20Team&cu=INR&am=2.24&tn=verify-now,kyc-team32@pay-verify,0,3.322,0.2,10,1,2.24,1,1
upi://pay?pa=phcnpe945@okicici&pn=Verify%20Account&cu=INR&am=4.1&tn=reward,phcnpe945@okicici,1,2.948,0.333,9,1,4.1,1,1
upi://pay?pa=sunita.devi@idfcbank&pn=Rahul%20Sharma&cu=INR,sunita.devi@idfcbank,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=merchant.941@okhdfcbank&pn=Sharma%20Kirana%20Store&cu=INR,merchant.941@okhdfcbank,1,3.585,0.25,12,0,0.0,0,0
upi://pay?pa=support82@xn--upi&pn=KYC%20Support&cu=INR&tn=reward,support82@xn--upi,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=goog1e-pay238@axl&pn=Prize%20Center&cu=INR&am=2.46&tn=blocked,goog1e-pay238@axl,1,3.393,0.308,13,1,2.46,1,1
upi://pay?pa=7367331606@okhdfcbank&pn=Priya%20Singh&cu=INR,7367331606@okhdfcbank,1,2.171,1.0,10,0,0.0,0,0
upi://pay?pa=merchant.7298@hdfcbank&pn=City%20Cafe&cu=INR&am=716.57,merchant.7298@hdfcbank,1,3.7,0.308,13,1,716.57,0,0
upi://pay?pa=support12@refund-upi&pn=Prize%20Center&cu=INR,support12@refund-upi,0,2.948,0.222,9,0,0.0,0,1
upi://pay?pa=rahul.sharma@paytm&pn=City%20Cafe&cu=INR,rahul.sharma@paytm,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=2303184829@upi&pn=Verify%20Account&cu=INR,2303184829@upi,1,2.722,1.0,10,0,0.0,0,1
upi://pay?pa=support93@pay-verify&pn=Refund%20Team&cu=INR&am=1.57&tn=winner,support93@pay-verify,0,2.948,0.222,9,1,1.57,1,1
upi://pay?pa=n45u0f4slh@paytm&pn=Refund%20Team&cu=INR&tn=verify-now,n45u0f4slh@paytm,1,3.122,0.4,10,0,0.0,1,1
upi://pay?pa=refund1@pay-verify&pn=KYC%20Support&cu=INR&tn=verify-now,refund1@pay-verify,0,2.807,0.143,7,0,0.0,1,1
upi://pay?pa=support61@xn--upi&pn=Cashback%20Desk&cu=INR&tn=verify-now,support61@xn--upi,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=phcnpe207@hdfcbank&pn=Prize%20Center&cu=INR&tn=blocked,phcnpe207@hdfcbank,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=paytrn159@ibl&pn=Cashback%20Desk&cu=INR&am=2.69&tn=urgent,paytrn159@ibl,1,3.17,0.333,9,1,2.69,1,1
upi://pay?pa=7075651236@axl&pn=KYC%20Support&cu=INR&am=2.1&tn=reward,7075651236@axl,1,2.722,1.0,10,1,2.1,1,1
upi://pay?pa=rahul.sharma@jio&pn=Auto%20Rickshaw%20Stand&cu=INR,rahul.sharma@jio,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=merchant.8137@idfcbank&pn=Om%20Traders&cu=INR,merchant.8137@idfcbank,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=rahul.sharma@jio&pn=Sharma%20Kirana%20Store&cu=INR,rahul.sharma@jio,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=t2dtoohuainrjo@okicici&pn=Verify%20Account&cu=INR&tn=reward,t2dtoohuainrjo@okicici,1,3.325,0.071,14,0,0.0,1,1
upi://pay?pa=merchant.523@idfcbank&pn=Rahul%20Sharma&cu=INR,merchant.523@idfcbank,1,3.585,0.25,12,0,0.0,0,0
upi://pay?pa=kyc-team12@xn--upi&pn=Verify%20Account&cu=INR&tn=urgent,kyc-team12@xn--upi,0,3.322,0.2,10,0,0.0,1,1
upi://pay?pa=sunita.devi@apl&pn=Sharma%20Kirana%20Store&cu=INR,sunita.devi@apl,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=7979871930@apl&pn=Om%20Traders&cu=INR,7979871930@apl,1,2.371,1.0,10,0,0.0,0,0
upi://pay?pa=1203019186@okaxis&pn=KYC%20Support&cu=INR&am=1.42,1203019186@okaxis,1,2.646,1.0,10,1,1.42,0,1
upi://pay?pa=merchant.6375@oksbi&pn=Om%20Traders&cu=INR,merchant.6375@oksbi,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=phcnpe790@upi&pn=Refund%20Team&cu=INR&tn=cashback,phcnpe790@upi,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=kyc-team71@pay-verify&pn=Refund%20Team&cu=INR&tn=refund,kyc-team71@pay-verify,0,3.322,0.2,10,0,0.0,1,1
upi://pay?pa=sunita.devi@apl&pn=Rahul%20Sharma&cu=INR,sunita.devi@apl,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=sunita.devi@paytm&pn=Auto%20Rickshaw%20Stand&cu=INR,sunita.devi@paytm,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=paytrn703@oksbi&pn=Prize%20Center&cu=INR&tn=lottery,paytrn703@oksbi,1,3.17,0.333,9,0,0.0,1,1
upi://pay?pa=amit.kumar@axl&pn=Rahul%20Sharma&cu=INR,amit.kumar@axl,1,2.922,0.0,10,0,0.0,0,0
upi://pay?pa=amit.kumar@axl&pn=Priya%20Singh&cu=INR&am=4182.76,amit.kumar@axl,1,2.922,0.0,10,1,4182.76,0,0
upi://pay?pa=merchant.1304@paytm&pn=Sharma%20Kirana%20Store&cu=INR,merchant.1304@paytm,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=6873333588@kotak&pn=KYC%20Support&cu=INR&tn=kyc,6873333588@kotak,1,2.046,1.0,10,0,0.0,1,1
upi://pay?pa=merchant.8666@kotak&pn=Rahul%20Sharma&cu=INR&am=3319.45,merchant.8666@kotak,1,3.335,0.308,13,1,3319.45,0,0
upi://pay?pa=priya123@oksbi&pn=Green%20Grocers&cu=INR&am=305.91,priya123@oksbi,1,3.0,0.375,8,1,305.91,0,0
upi://pay?pa=6651581691@okicici&pn=Auto%20Rickshaw%20Stand&cu=INR&am=4487.93,6651581691@okicici,1,2.171,1.0,10,1,4487.93,0,0
upi://pay?pa=rahul.sharma@okicici&pn=Green%20Grocers&cu=INR&am=4294.35,rahul.sharma@okicici,1,2.855,0.0,12,1,4294.35,0,0
upi://pay?pa=8124008280@idfcbank&pn=Green%20Grocers&cu=INR,8124008280@idfcbank,1,2.171,1.0,10,0,0.0,0,0
upi://pay?pa=vendor.shop@oksbi&pn=Priya%20Singh&cu=INR,vendor.shop@oksbi,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=kyc-team45@secure-pay&pn=Cashback%20Desk&cu=INR&am=4.18&tn=urgent,kyc-team45@secure-pay,0,3.322,0.2,10,1,4.18,1,1
upi://pay?pa=cashback80@refund-upi&pn=Prize%20Center&cu=INR&tn=cashback,cashback80@refund-upi,0,2.922,0.2,10,0,0.0,1,1
upi://pay?pa=merchant.7331@jio&pn=Sharma%20Kirana%20Store&cu=INR,merchant.7331@jio,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=7vo2mcq4s4fw00r@hdfcbank&pn=Verify%20Account&cu=INR&tn=verify-now,7vo2mcq4s4fw00r@hdfcbank,1,3.64,0.4,15,0,0.0,1,1
upi://pay?pa=merchant.2586@upi&pn=Green%20Grocers&cu=INR&am=4302.43,merchant.2586@upi,1,3.7,0.308,13,1,4302.43,0,0
upi://pay?pa=amit.kumar@oksbi&pn=Sharma%20Kirana%20Store&cu=INR&am=3574.57,amit.kumar@oksbi,1,2.922,0.0,10,1,3574.57,0,0
upi://pay?pa=merchant.5257@idfcbank&pn=Sharma%20Kirana%20Store&cu=INR&am=2178.22,merchant.5257@idfcbank,1,3.547,0.308,13,1,2178.22,0,0
upi://pay?pa=priya123@upi&pn=City%20Cafe&cu=INR,priya123@upi,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=merchant.6584@oksbi&pn=Priya%20Singh&cu=INR,merchant.6584@oksbi,1,3.7,0.308,13,0,0.0,0,0
upi://pay?pa=priya123@upi&pn=Auto%20Rickshaw%20Stand&cu=INR,priya123@upi,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=goog1e-pay898@ybl&pn=Verify%20Account&cu=INR&tn=blocked,goog1e-pay898@ybl,1,3.239,0.308,13,0,0.0,1,1
upi://pay?pa=merchant.2590@okhdfcbank&pn=City%20Cafe&cu=INR&am=2087.63,merchant.2590@okhdfcbank,1,3.7,0.308,13,1,2087.63,0,0
upi://pay?pa=merchant.1446@upi&pn=Auto%20Rickshaw%20Stand&cu=INR,merchant.1446@upi,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=8157001409@okaxis&pn=Priya%20Singh&cu=INR,8157001409@okaxis,1,2.646,1.0,10,0,0.0,0,0
upi://pay?pa=007pud6w0h67wp@paytm&pn=Refund%20Team&cu=INR&am=4.72&tn=verify-now,007pud6w0h67wp@paytm,1,2.896,0.5,14,1,4.72,1,1
upi://pay?pa=support11@refund-upi&pn=Prize%20Center&cu=INR&am=4.9&tn=kyc,support11@refund-upi,0,2.725,0.222,9,1,4.9,1,1
upi://pay?pa=merchant.9715@ybl&pn=Om%20Traders&cu=INR&am=1481.5,merchant.9715@ybl,1,3.7,0.308,13,1,1481.5,0,0
upi://pay?pa=priya123@axl&pn=Sharma%20Kirana%20Store&cu=INR,priya123@axl,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=paytrn331@hdfcbank&pn=Cashback%20Desk&cu=INR&tn=lottery,paytrn331@hdfcbank,1,2.948,0.333,9,0,0.0,1,1
upi://pay?pa=sunita.devi@axl&pn=Green%20Grocers&cu=INR&am=4980.68,sunita.devi@axl,1,3.278,0.0,11,1,4980.68,0,0
upi://pay?pa=1myu4zvx7lo@okhdfcbank&pn=Prize%20Center&cu=INR&tn=kyc,1myu4zvx7lo@okhdfcbank,1,3.459,0.273,11,0,0.0,1,1
upi://pay?pa=1901803892@okhdfcbank&pn=Verify%20Account&cu=INR&tn=suspend,1901803892@okhdfcbank,1,2.522,1.0,10,0,0.0,1,1
upi://pay?pa=merchant.5347@okhdfcbank&pn=City%20Cafe&cu=INR&am=1965.19,merchant.5347@okhdfcbank,1,3.7,0.308,13,1,1965.19,0,0
upi://pay?pa=kyc-team95@kyc-update&pn=KYC%20Support&cu=INR&am=3.38&tn=reward,kyc-team95@kyc-update,0,3.322,0.2,10,1,3.38,1,1
upi://pay?pa=rahul.sharma@okaxis&pn=Rahul%20Sharma&cu=INR,rahul.sharma@okaxis,1,2.855,0.0,12,0,0.0,0,0
upi://pay?pa=4156560380@hdfcbank&pn=Cashback%20Desk&cu=INR&tn=blocked,4156560380@hdfcbank,1,2.722,1.0,10,0,0.0,1,1
upi://pay?pa=8126999989@kotak&pn=KYC%20Support&cu=INR&tn=refund,8126999989@kotak,1,1.961,1.0,10,0,0.0,1,1
upi://pay?pa=l8jy46srum2l7v3e@oksbi&pn=KYC%20Support&cu=INR&am=2.82&tn=kyc,l8jy46srum2l7v3e@oksbi,1,3.875,0.375,16,1,2.82,1,1
upi://pay?pa=6327760496@jio&pn=City%20Cafe&cu=INR,6327760496@jio,1,2.646,1.0,10,0,0.0,0,0
upi://pay?pa=xhyou5mhsbdj5@hdfcbank&pn=Prize%20Center&cu=INR&tn=urgent,xhyou5mhsbdj5@hdfcbank,1,3.393,0.154,13,0,0.0,1,1
upi://pay?pa=refund98@kyc-update&pn=Verify%20Account&cu=INR&tn=blocked,refund98@kyc-update,0,3.0,0.25,8,0,0.0,1,1
upi://pay?pa=support14@secure-pay&pn=Cashback%20Desk&cu=INR&tn=kyc,support14@secure-pay,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=416457200@hdfcbank&pn=Prize%20Center&cu=INR&tn=verify-now,416457200@hdfcbank,1,2.725,1.0,9,0,0.0,1,1
upi://pay?pa=merchant.2646@apl&pn=Auto%20Rickshaw%20Stand&cu=INR,merchant.2646@apl,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=7868772799@axl&pn=Priya%20Singh&cu=INR&am=815.91,7868772799@axl,1,2.122,1.0,10,1,815.91,0,0
upi://pay?pa=2468657687@jio&pn=KYC%20Support&cu=INR&tn=suspend,2468657687@jio,1,2.446,1.0,10,0,0.0,1,1
upi://pay?pa=merchant.3154@jio&pn=Om%20Traders&cu=INR&am=716.28,merchant.3154@jio,1,3.7,0.308,13,1,716.28,0,0
upi://pay?pa=sunita.devi@axl&pn=Om%20Traders&cu=INR,sunita.devi@axl,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=vendor.shop@okhdfcbank&pn=Auto%20Rickshaw%20Stand&cu=INR&am=853.49,vendor.shop@okhdfcbank,1,3.278,0.0,11,1,853.49,0,0
upi://pay?pa=rahul.sharma@apl&pn=Om%20Traders&cu=INR&am=1331.69,rahul.sharma@apl,1,2.855,0.0,12,1,1331.69,0,0
upi://pay?pa=9241778639@oksbi&pn=KYC%20Support&cu=INR&tn=blocked,9241778639@oksbi,1,2.922,1.0,10,0,0.0,1,1
upi://pay?pa=7134458188@axl&pn=Om%20Traders&cu=INR&am=3280.84,7134458188@axl,1,2.446,1.0,10,1,3280.84,0,0
upi://pay?pa=phcnpe112@apl&pn=KYC%20Support&cu=INR&tn=reward,phcnpe112@apl,1,2.725,0.333,9,0,0.0,1,1
upi://pay?pa=refund80@pay-verify&pn=KYC%20Support&cu=INR&am=2.13&tn=winner,refund80@pay-verify,0,3.0,0.25,8,1,2.13,1,1
upi://pay?pa=2732652022@ibl&pn=KYC%20Support&cu=INR&am=2.53,2732652022@ibl,1,2.161,1.0,10,1,2.53,0,1
upi://pay?pa=vendor.shop@axl&pn=Rahul%20Sharma&cu=INR,vendor.shop@axl,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=merchant.493@ibl&pn=Sharma%20Kirana%20Store&cu=INR,merchant.493@ibl,1,3.585,0.25,12,0,0.0,0,0
upi://pay?pa=support25@pay-verify&pn=Cashback%20Desk&cu=INR&tn=blocked,support25@pay-verify,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=priya123@oksbi&pn=Green%20Grocers&cu=INR&am=4540.76,priya123@oksbi,1,3.0,0.375,8,1,4540.76,0,0
upi://pay?pa=goog1e-pay564@upi&pn=Prize%20Center&cu=INR&tn=cashback,goog1e-pay564@upi,1,3.393,0.308,13,0,0.0,1,1
upi://pay?pa=6600928001@jio&pn=Prize%20Center&cu=INR&am=1.49&tn=lottery,6600928001@jio,1,2.322,1.0,10,1,1.49,1,1
upi://pay?pa=8t7d2to1kvto@paytm&pn=Verify%20Account&cu=INR&am=2.71,8t7d2to1kvto@paytm,1,3.022,0.333,12,1,2.71,0,1
upi://pay?pa=6631306722@okhdfcbank&pn=Rahul%20Sharma&cu=INR,6631306722@okhdfcbank,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=merchant.7858@ibl&pn=Rahul%20Sharma&cu=INR&am=1688.62,merchant.7858@ibl,1,3.547,0.308,13,1,1688.62,0,0
upi://pay?pa=9859367274@apl&pn=Priya%20Singh&cu=INR,9859367274@apl,1,2.922,1.0,10,0,0.0,0,0
upi://pay?pa=bn1hcd4gfk@okaxis&pn=Verify%20Account&cu=INR&am=3.83,bn1hcd4gfk@okaxis,1,3.322,0.2,10,1,3.83,0,1
upi://pay?pa=paytrn818@kotak&pn=Refund%20Team&cu=INR&am=4.51&tn=reward,paytrn818@kotak,1,2.948,0.333,9,1,4.51,1,1
upi://pay?pa=rahul.sharma@oksbi&pn=Priya%20Singh&cu=INR&am=1665.53,rahul.sharma@oksbi,1,2.855,0.0,12,1,1665.53,0,0
upi://pay?pa=l0j2h4i1txd4@kotak&pn=Verify%20Account&cu=INR&tn=kyc,l0j2h4i1txd4@kotak,1,3.418,0.417,12,0,0.0,1,1
upi://pay?pa=merchant.9400@okhdfcbank&pn=Rahul%20Sharma&cu=INR&am=1537.61,merchant.9400@okhdfcbank,1,3.547,0.308,13,1,1537.61,0,0
upi://pay?pa=goog1e-pay803@paytm&pn=Cashback%20Desk&cu=INR&tn=urgent,goog1e-pay803@paytm,1,3.393,0.308,13,0,0.0,1,1
upi://pay?pa=0w8myzdcqr8zmmxx@kotak&pn=Prize%20Center&cu=INR&tn=verify-now,0w8myzdcqr8zmmxx@kotak,1,3.328,0.188,16,0,0.0,1,1
upi://pay?pa=8070431077@axl&pn=Prize%20Center&cu=INR&tn=kyc,8070431077@axl,1,2.371,1.0,10,0,0.0,1,1
upi://pay?pa=0uufzqqa43p2m@kotak&pn=Cashback%20Desk&cu=INR&am=4.71&tn=urgent,0uufzqqa43p2m@kotak,1,3.393,0.308,13,1,4.71,1,1
upi://pay?pa=9367389408@oksbi&pn=Rahul%20Sharma&cu=INR,9367389408@oksbi,1,2.722,1.0,10,0,0.0,0,0
upi://pay?pa=8fy9y5edm228g@axl&pn=Refund%20Team&cu=INR&tn=suspend,8fy9y5edm228g@axl,1,3.239,0.462,13,0,0.0,1,1
upi://pay?pa=kyc-team22@kyc-update&pn=Prize%20Center&cu=INR&tn=cashback,kyc-team22@kyc-update,0,3.122,0.2,10,0,0.0,1,1
upi://pay?pa=7537191134@idfcbank&pn=Sharma%20Kirana%20Store&cu=INR,7537191134@idfcbank,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=zq7ib48g5x1@paytm&pn=Refund%20Team&cu=INR&am=3.15,zq7ib48g5x1@paytm,1,3.459,0.455,11,1,3.15,0,1
upi://pay?pa=merchant.290@okaxis&pn=Rahul%20Sharma&cu=INR&am=4673.17,merchant.290@okaxis,1,3.585,0.25,12,1,4673.17,0,0
upi://pay?pa=merchant.4864@apl&pn=Sharma%20Kirana%20Store&cu=INR,merchant.4864@apl,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=refund89@kyc-update&pn=Prize%20Center&cu=INR&tn=urgent,refund89@kyc-update,0,3.0,0.25,8,0,0.0,1,1
upi://pay?pa=support18@xn--upi&pn=Cashback%20Desk&cu=INR&tn=refund,support18@xn--upi,0,2.948,0.222,9,0,0.0,1,1
upi://pay?pa=merchant.6558@apl&pn=Priya%20Singh&cu=INR,merchant.6558@apl,1,3.547,0.308,13,0,0.0,0,0
upi://pay?pa=ew7lrkht1tglnss2@paytm&pn=KYC%20Support&cu=INR&tn=reward,ew7lrkht1tglnss2@paytm,1,3.625,0.188,16,0,0.0,1,1
upi://pay?pa=priya123@paytm&pn=Green%20Grocers&cu=INR,priya123@paytm,1,3.0,0.375,8,0,0.0,0,0
upi://pay?pa=sunita.devi@hdfcbank&pn=Green%20Grocers&cu=INR,sunita.devi@hdfcbank,1,3.278,0.0,11,0,0.0,0,0
upi://pay?pa=8128023255@idfcbank&pn=Auto%20Rickshaw%20Stand&cu=INR,8128023255@idfcbank,1,2.446,1.0,10,0,0.0,0,0
upi://pay?pa=3875363809@upi&pn=Refund%20Team&cu=INR&tn=refund,3875363809@upi,1,2.646,1.0,10,0,0.0,1,1
upi://pay?pa=paytrn132@apl&pn=KYC%20Support&cu=INR&tn=suspend,paytrn132@apl,1,3.17,0.333,9,0,0.0,1,1
